confirmedCount,country,curedCount,currentConfirmedCount,deadCount,suspectedCount,updateTime
162,海南省,52,106,4,0,2020-02-16
162,海南省,39,119,4,0,2020-02-15
159,海南省,43,112,4,0,2020-02-14
157,海南省,30,123,4,0,2020-02-13
157,海南省,27,0,3,0,2020-02-12
144,海南省,20,0,3,0,2020-02-11
138,海南省,19,0,3,0,2020-02-10
131,海南省,19,0,3,0,2020-02-09
124,海南省,14,0,2,0,2020-02-08
117,海南省,10,0,2,0,2020-02-07
106,海南省,8,0,1,0,2020-02-06
91,海南省,5,0,1,0,2020-02-05
80,海南省,5,0,1,0,2020-02-04
72,海南省,4,0,1,0,2020-02-03
64,海南省,4,0,1,0,2020-02-02
62,海南省,1,0,1,0,2020-02-01
52,海南省,1,0,1,0,2020-01-31
46,海南省,1,0,1,0,2020-01-30
43,海南省,0,0,1,0,2020-01-29
40,海南省,0,0,1,0,2020-01-28
33,海南省,0,0,1,0,2020-01-27
22,海南省,0,0,0,0,2020-01-26
19,海南省,0,0,0,0,2020-01-25
8,海南省,0,0,0,0,2020-01-24
5,海南省,0,0,0,32,2020-01-23
4,海南省,0,0,0,0,2020-01-22
706,钻石公主号邮轮,0,700,6,0,2020-03-05
706,钻石公主号邮轮,0,700,6,0,2020-03-04
706,钻石公主号邮轮,0,700,6,0,2020-03-03
706,钻石公主号邮轮,0,700,6,0,2020-03-02
705,钻石公主号邮轮,0,699,6,0,2020-03-01
705,钻石公主号邮轮,0,699,6,0,2020-02-29
705,钻石公主号邮轮,0,700,5,0,2020-02-28
705,钻石公主号邮轮,0,701,4,0,2020-02-27
705,钻石公主号邮轮,0,701,4,0,2020-02-26
691,钻石公主号邮轮,0,688,3,0,2020-02-25
691,钻石公主号邮轮,0,688,3,0,2020-02-24
691,钻石公主号邮轮,0,688,3,0,2020-02-23
634,钻石公主号邮轮,0,632,2,0,2020-02-22
634,钻石公主号邮轮,0,632,2,0,2020-02-21
634,钻石公主号邮轮,0,632,2,0,2020-02-20
621,钻石公主号邮轮,0,621,0,0,2020-02-19
542,钻石公主号邮轮,0,542,0,0,2020-02-18
454,钻石公主号邮轮,0,454,0,0,2020-02-17
355,钻石公主号邮轮,0,355,0,0,2020-02-16
20,大不列颠及北爱尔兰联合王国,8,12,0,0,2020-02-29
5766,韩国,41,5689,36,0,2020-03-05
5621,韩国,41,5547,33,0,2020-03-04
5186,韩国,30,5125,31,0,2020-03-03
4335,韩国,30,4283,22,0,2020-03-02
3526,韩国,30,3479,17,0,2020-03-01
3150,韩国,27,3107,16,0,2020-02-29
2337,韩国,22,2302,13,0,2020-02-28
1766,韩国,22,1731,13,0,2020-02-27
1261,韩国,22,1227,12,0,2020-02-26
977,韩国,22,945,10,0,2020-02-25
833,韩国,18,807,8,0,2020-02-24
602,韩国,16,580,6,0,2020-02-23
433,韩国,16,415,2,0,2020-02-22
204,韩国,16,186,2,0,2020-02-21
104,韩国,16,87,1,0,2020-02-20
51,韩国,16,35,0,0,2020-02-19
30,韩国,12,18,0,0,2020-02-18
30,韩国,9,21,0,0,2020-02-17
29,韩国,9,20,0,0,2020-02-16
28,韩国,7,21,0,0,2020-02-15
28,韩国,7,21,0,0,2020-02-14
28,韩国,7,21,0,0,2020-02-13
28,韩国,4,0,0,0,2020-02-12
28,韩国,3,0,0,0,2020-02-11
27,韩国,3,0,0,0,2020-02-10
25,韩国,3,0,0,0,2020-02-09
24,韩国,1,0,0,0,2020-02-07
23,韩国,0,0,0,0,2020-02-06
19,韩国,0,0,0,0,2020-02-05
16,韩国,0,0,0,0,2020-02-04
15,韩国,0,0,0,0,2020-02-02
12,韩国,0,0,0,0,2020-02-01
11,韩国,0,0,0,0,2020-01-31
4,韩国,0,0,0,0,2020-01-27
1,摩纳哥,0,1,0,0,2020-03-05
1,摩纳哥,0,1,0,0,2020-03-03
1,摩纳哥,0,1,0,0,2020-03-02
1,摩纳哥,0,1,0,0,2020-03-01
1,摩纳哥,0,1,0,0,2020-02-29
15,阿曼,2,13,0,0,2020-03-05
12,阿曼,2,10,0,0,2020-03-04
12,阿曼,2,10,0,0,2020-03-03
6,阿曼,1,5,0,0,2020-03-02
6,阿曼,1,5,0,0,2020-03-01
6,阿曼,1,5,0,0,2020-02-29
6,阿曼,0,6,0,0,2020-02-28
4,阿曼,0,4,0,0,2020-02-27
2,阿曼,0,2,0,0,2020-02-26
2,阿曼,0,2,0,0,2020-02-25
5,巴基斯坦,0,5,0,0,2020-03-05
5,巴基斯坦,0,5,0,0,2020-03-04
5,巴基斯坦,0,5,0,0,2020-03-03
4,巴基斯坦,0,4,0,0,2020-03-02
3,巴基斯坦,0,3,0,0,2020-03-01
2,巴基斯坦,0,2,0,0,2020-02-29
2,巴基斯坦,0,2,0,0,2020-02-28
2,巴基斯坦,0,2,0,0,2020-02-27
1,卢森堡,0,1,0,0,2020-03-05
1,卢森堡,0,1,0,0,2020-03-03
1,卢森堡,0,1,0,0,2020-03-02
1,卢森堡,0,1,0,0,2020-03-01
1,北爱尔兰,0,1,0,0,2020-02-28
10,圣马力诺,0,10,0,0,2020-03-05
1,圣马力诺,0,1,0,0,2020-03-03
1,圣马力诺,0,1,0,0,2020-03-02
1,圣马力诺,0,1,0,0,2020-03-01
6,墨西哥,1,5,0,0,2020-03-05
5,墨西哥,1,4,0,0,2020-03-04
5,墨西哥,1,4,0,0,2020-03-03
5,墨西哥,0,5,0,0,2020-03-02
4,墨西哥,0,4,0,0,2020-03-01
3,墨西哥,0,3,0,0,2020-02-29
10,克罗地亚,0,10,0,0,2020-03-05
9,克罗地亚,0,9,0,0,2020-03-04
9,克罗地亚,0,9,0,0,2020-03-03
7,克罗地亚,0,7,0,0,2020-03-02
7,克罗地亚,0,7,0,0,2020-03-01
5,克罗地亚,0,5,0,0,2020-02-29
3,克罗地亚,0,3,0,0,2020-02-28
3,克罗地亚,0,3,0,0,2020-02-27
1,克罗地亚,0,1,0,0,2020-02-26
1,克罗地亚,0,1,0,0,2020-02-25
1,列支敦士登,0,1,0,0,2020-03-05
1,列支敦士登,0,1,0,0,2020-03-04
1,北马其顿,0,1,0,0,2020-03-05
1,北马其顿,0,1,0,0,2020-03-03
1,北马其顿,0,1,0,0,2020-03-02
1,北马其顿,0,1,0,0,2020-03-01
1,北马其顿,0,1,0,0,2020-02-29
1,北马其顿,0,1,0,0,2020-02-28
1,北马其顿,0,1,0,0,2020-02-27
2,爱尔兰,0,2,0,0,2020-03-05
2,爱尔兰,0,2,0,0,2020-03-04
1,爱尔兰,0,1,0,0,2020-03-03
1,爱尔兰,0,1,0,0,2020-03-02
1,爱尔兰,0,1,0,0,2020-03-01
1,爱沙尼亚,0,1,0,0,2020-03-05
1,爱沙尼亚,0,1,0,0,2020-03-03
1,爱沙尼亚,0,1,0,0,2020-03-02
1,爱沙尼亚,0,1,0,0,2020-03-01
1,爱沙尼亚,0,1,0,0,2020-02-29
1,爱沙尼亚,0,1,0,0,2020-02-28
1,爱沙尼亚,0,1,0,0,2020-02-27
2922,伊朗,552,2278,92,0,2020-03-05
2922,伊朗,552,2278,92,0,2020-03-04
2336,伊朗,435,1824,77,0,2020-03-03
1501,伊朗,175,1260,66,0,2020-03-02
978,伊朗,175,749,54,0,2020-03-01
593,伊朗,123,427,43,0,2020-02-29
270,伊朗,49,195,26,0,2020-02-28
245,伊朗,49,170,26,0,2020-02-27
139,伊朗,0,120,19,0,2020-02-26
95,伊朗,0,79,16,0,2020-02-25
61,伊朗,0,49,12,0,2020-02-24
43,伊朗,0,35,8,0,2020-02-23
28,伊朗,0,23,5,0,2020-02-22
18,伊朗,0,14,4,0,2020-02-21
2,伊朗,0,0,2,0,2020-02-20
7,芬兰,1,6,0,0,2020-03-05
6,芬兰,1,5,0,0,2020-03-04
6,芬兰,1,5,0,0,2020-03-03
6,芬兰,1,5,0,0,2020-03-02
3,芬兰,1,2,0,0,2020-03-01
3,芬兰,1,2,0,0,2020-02-29
2,芬兰,1,1,0,0,2020-02-28
2,芬兰,1,1,0,0,2020-02-27
1,芬兰,1,0,0,0,2020-02-26
1,芬兰,1,0,0,0,2020-02-16
1,芬兰,1,0,0,0,2020-02-15
1,芬兰,1,0,0,0,2020-02-14
1,芬兰,1,0,0,0,2020-02-13
1,芬兰,1,0,0,0,2020-02-12
1,芬兰,0,0,0,0,2020-02-11
1,芬兰,0,0,0,0,2020-02-10
1,芬兰,0,0,0,0,2020-02-01
1,芬兰,0,0,0,0,2020-01-30
331,日本,46,279,6,0,2020-03-05
304,日本,46,252,6,0,2020-03-04
289,日本,41,242,6,0,2020-03-03
274,日本,41,227,6,0,2020-03-02
250,日本,41,204,5,0,2020-03-01
240,日本,22,213,5,0,2020-02-29
226,日本,22,200,4,0,2020-02-28
189,日本,22,164,3,0,2020-02-27
178,日本,22,154,2,0,2020-02-26
170,日本,22,147,1,0,2020-02-25
159,日本,22,136,1,0,2020-02-24
135,日本,22,112,1,0,2020-02-23
122,日本,22,99,1,0,2020-02-22
105,日本,22,82,1,0,2020-02-21
84,日本,12,71,1,0,2020-02-20
84,日本,12,71,1,0,2020-02-19
74,日本,12,61,1,0,2020-02-18
62,日本,12,49,1,0,2020-02-17
62,日本,12,49,1,0,2020-02-16
326,日本,12,313,1,0,2020-02-15
253,日本,9,243,1,0,2020-02-14
247,日本,9,237,1,0,2020-02-13
203,日本,9,0,0,0,2020-02-12
161,日本,9,0,0,0,2020-02-11
156,日本,4,0,0,0,2020-02-10
89,日本,1,0,0,0,2020-02-08
86,日本,1,0,0,0,2020-02-07
45,日本,1,0,0,0,2020-02-06
35,日本,1,0,0,0,2020-02-05
20,日本,1,0,0,0,2020-02-01
15,日本,1,0,0,0,2020-01-31
11,日本,1,0,0,0,2020-01-30
7,日本,1,0,0,0,2020-01-28
4,日本,1,0,0,0,2020-01-27
1,尼泊尔,1,0,0,0,2020-03-05
1,尼泊尔,1,0,0,0,2020-03-03
1,尼泊尔,1,0,0,0,2020-03-02
1,尼泊尔,1,0,0,0,2020-03-01
1,尼泊尔,1,0,0,0,2020-02-29
1,尼泊尔,1,0,0,0,2020-02-26
1,尼泊尔,1,0,0,0,2020-02-22
1,尼泊尔,1,0,0,0,2020-02-21
1,尼泊尔,1,0,0,0,2020-02-20
1,尼泊尔,1,0,0,0,2020-02-19
1,尼泊尔,0,1,0,0,2020-02-16
1,尼泊尔,0,1,0,0,2020-02-15
1,尼泊尔,0,1,0,0,2020-02-14
1,尼泊尔,0,1,0,0,2020-02-13
1,尼泊尔,0,0,0,0,2020-02-12
1,尼泊尔,0,0,0,0,2020-02-11
1,尼泊尔,0,0,0,0,2020-02-10
1,尼泊尔,0,0,0,0,2020-02-01
1,尼泊尔,0,0,0,0,2020-01-27
1,突尼斯,0,1,0,0,2020-03-05
1,突尼斯,0,1,0,0,2020-03-04
24,奥地利,0,24,0,0,2020-03-05
24,奥地利,0,24,0,0,2020-03-04
14,奥地利,0,14,0,0,2020-03-03
14,奥地利,0,14,0,0,2020-03-02
10,奥地利,0,10,0,0,2020-03-01
5,奥地利,0,5,0,0,2020-02-29
5,奥地利,0,5,0,0,2020-02-28
3,奥地利,0,3,0,0,2020-02-27
2,奥地利,0,2,0,0,2020-02-26
16,越南,16,0,0,0,2020-03-05
16,越南,16,0,0,0,2020-03-03
16,越南,16,0,0,0,2020-03-02
16,越南,16,0,0,0,2020-03-01
16,越南,16,0,0,0,2020-02-29
16,越南,16,0,0,0,2020-02-28
16,越南,16,0,0,0,2020-02-27
16,越南,16,0,0,0,2020-02-26
16,越南,16,0,0,0,2020-02-25
16,越南,14,2,0,0,2020-02-23
16,越南,14,2,0,0,2020-02-22
16,越南,14,2,0,0,2020-02-21
16,越南,7,9,0,0,2020-02-20
16,越南,7,9,0,0,2020-02-17
16,越南,7,9,0,0,2020-02-16
16,越南,7,9,0,0,2020-02-15
16,越南,7,9,0,0,2020-02-14
16,越南,3,13,0,0,2020-02-13
15,越南,3,0,0,0,2020-02-12
15,越南,1,0,0,0,2020-02-11
14,越南,1,0,0,0,2020-02-10
13,越南,1,0,0,0,2020-02-08
10,越南,1,0,0,0,2020-02-04
6,越南,1,0,0,0,2020-02-01
2,越南,0,0,0,0,2020-01-27
3,菲律宾,1,1,1,0,2020-03-05
3,菲律宾,1,1,1,0,2020-03-03
3,菲律宾,1,1,1,0,2020-03-02
3,菲律宾,1,1,1,0,2020-03-01
3,菲律宾,1,1,1,0,2020-02-29
3,菲律宾,1,1,1,0,2020-02-26
3,菲律宾,1,1,1,0,2020-02-16
3,菲律宾,1,1,1,0,2020-02-15
3,菲律宾,1,1,1,0,2020-02-14
3,菲律宾,1,1,1,0,2020-02-13
3,菲律宾,1,0,1,0,2020-02-12
3,菲律宾,0,0,1,0,2020-02-11
3,菲律宾,0,0,1,0,2020-02-10
3,菲律宾,0,0,1,0,2020-02-08
2,菲律宾,0,0,1,0,2020-02-02
1,菲律宾,0,0,0,0,2020-02-01
344,德国,14,330,0,0,2020-03-05
240,德国,14,226,0,0,2020-03-04
196,德国,14,182,0,0,2020-03-03
130,德国,14,116,0,0,2020-03-02
117,德国,14,103,0,0,2020-03-01
66,德国,14,52,0,0,2020-02-29
48,德国,14,34,0,0,2020-02-28
27,德国,14,13,0,0,2020-02-27
19,德国,14,5,0,0,2020-02-26
16,德国,14,2,0,0,2020-02-25
16,德国,14,2,0,0,2020-02-24
16,德国,7,9,0,0,2020-02-23
16,德国,7,9,0,0,2020-02-22
16,德国,7,9,0,0,2020-02-21
16,德国,1,15,0,0,2020-02-20
16,德国,1,15,0,0,2020-02-17
16,德国,1,15,0,0,2020-02-16
16,德国,1,15,0,0,2020-02-15
16,德国,1,15,0,0,2020-02-14
16,德国,1,15,0,0,2020-02-13
16,德国,0,0,0,0,2020-02-12
14,德国,0,0,0,0,2020-02-11
14,德国,0,0,0,0,2020-02-10
14,德国,0,0,0,0,2020-02-08
12,德国,0,0,0,0,2020-02-04
10,德国,0,0,0,0,2020-02-02
1,德国,0,0,0,0,2020-02-01
5,德国,0,0,0,0,2020-01-31
4,德国,0,0,0,0,2020-01-29
1,德国,0,0,0,0,2020-01-28
15,黎巴嫩,1,14,0,0,2020-03-05
10,黎巴嫩,0,10,0,0,2020-03-04
10,黎巴嫩,0,10,0,0,2020-03-03
3,黎巴嫩,0,3,0,0,2020-03-02
3,黎巴嫩,0,3,0,0,2020-03-01
3,黎巴嫩,0,3,0,0,2020-02-29
3,黎巴嫩,0,3,0,0,2020-02-28
3,黎巴嫩,0,3,0,0,2020-02-27
1,黎巴嫩,0,1,0,0,2020-02-26
1,黎巴嫩,0,1,0,0,2020-02-25
1,黎巴嫩,0,1,0,0,2020-02-24
1,黎巴嫩,0,1,0,0,2020-02-23
1,黎巴嫩,0,1,0,0,2020-02-22
1,约旦,0,1,0,0,2020-03-05
1,约旦,0,1,0,0,2020-03-04
1,约旦,0,1,0,0,2020-03-03
56,挪威,0,56,0,0,2020-03-05
33,挪威,0,33,0,0,2020-03-04
32,挪威,0,32,0,0,2020-03-03
19,挪威,0,19,0,0,2020-03-02
17,挪威,0,17,0,0,2020-03-01
7,挪威,0,7,0,0,2020-02-29
4,挪威,0,4,0,0,2020-02-28
1,挪威,0,1,0,0,2020-02-27
3,阿塞拜疆,0,3,0,0,2020-03-05
3,阿塞拜疆,0,3,0,0,2020-03-03
3,阿塞拜疆,0,3,0,0,2020-03-02
3,阿塞拜疆,0,3,0,0,2020-03-01
1,阿塞拜疆,0,1,0,0,2020-02-29
1,斯洛文尼亚,0,1,0,0,2020-03-05
20,英国（含北爱尔兰）,8,12,0,0,2020-02-29
16,英国（含北爱尔兰）,8,8,0,0,2020-02-28
1,亚美尼亚,0,1,0,0,2020-03-05
1,亚美尼亚,0,1,0,0,2020-03-04
1,亚美尼亚,0,1,0,0,2020-03-03
1,亚美尼亚,0,1,0,0,2020-03-02
1,亚美尼亚,0,1,0,0,2020-03-01
3,巴西,0,3,0,0,2020-03-05
2,巴西,0,2,0,0,2020-03-03
2,巴西,0,2,0,0,2020-03-02
2,巴西,0,2,0,0,2020-03-01
1,巴西,0,1,0,0,2020-02-29
1,巴西,0,1,0,0,2020-02-28
1,巴西,0,1,0,0,2020-02-27
8,阿尔及利亚,0,8,0,0,2020-03-05
1,阿尔及利亚,0,1,0,0,2020-03-03
1,阿尔及利亚,0,1,0,0,2020-03-02
1,阿尔及利亚,0,1,0,0,2020-03-01
1,阿尔及利亚,0,1,0,0,2020-02-29
1,阿尔及利亚,0,1,0,0,2020-02-28
1,阿尔及利亚,0,1,0,0,2020-02-27
1,阿尔及利亚,0,1,0,0,2020-02-26
153,美国,3,139,11,0,2020-03-05
122,美国,3,110,9,0,2020-03-04
100,美国,3,91,6,0,2020-03-03
77,美国,3,73,1,0,2020-03-02
63,美国,3,59,1,0,2020-03-01
63,美国,3,60,0,0,2020-02-29
60,美国,3,57,0,0,2020-02-28
60,美国,3,57,0,0,2020-02-27
57,美国,3,54,0,0,2020-02-26
53,美国,3,50,0,0,2020-02-25
35,美国,3,32,0,0,2020-02-24
35,美国,3,32,0,0,2020-02-23
35,美国,3,32,0,0,2020-02-22
15,美国,3,12,0,0,2020-02-20
15,美国,3,12,0,0,2020-02-17
15,美国,3,12,0,0,2020-02-16
15,美国,3,12,0,0,2020-02-15
15,美国,3,12,0,0,2020-02-14
14,美国,3,11,0,0,2020-02-13
13,美国,3,0,0,0,2020-02-12
13,美国,0,0,0,0,2020-02-11
12,美国,0,0,0,0,2020-02-10
12,美国,0,0,0,0,2020-02-06
11,美国,0,0,0,0,2020-02-04
9,美国,0,0,0,0,2020-02-03
8,美国,0,0,0,0,2020-02-02
6,美国,0,0,0,0,2020-02-01
6,美国,0,0,0,0,2020-01-31
5,美国,0,0,0,0,2020-01-27
3,智利,0,3,0,0,2020-03-05
1,智利,0,1,0,0,2020-03-04
1,多米尼加,0,1,0,0,2020-03-05
1,多米尼加,0,1,0,0,2020-03-04
1,多米尼加,0,1,0,0,2020-03-03
1,多米尼加,0,1,0,0,2020-03-02
15,以色列,1,14,0,0,2020-03-05
10,以色列,1,9,0,0,2020-03-04
10,以色列,1,9,0,0,2020-03-03
10,以色列,1,9,0,0,2020-03-02
10,以色列,1,9,0,0,2020-03-01
9,以色列,1,8,0,0,2020-02-29
7,以色列,1,6,0,0,2020-02-28
7,以色列,1,6,0,0,2020-02-27
6,以色列,0,6,0,0,2020-02-26
6,以色列,0,6,0,0,2020-02-25
2,以色列,0,2,0,0,2020-02-24
1,以色列,0,1,0,0,2020-02-23
1,以色列,0,1,0,0,2020-02-22
2,匈牙利,0,2,0,0,2020-03-05
56,科威特,0,56,0,0,2020-03-05
56,科威特,0,56,0,0,2020-03-04
56,科威特,0,56,0,0,2020-03-03
46,科威特,0,46,0,0,2020-03-02
46,科威特,0,46,0,0,2020-03-01
43,科威特,0,43,0,0,2020-02-29
43,科威特,0,43,0,0,2020-02-28
43,科威特,0,43,0,0,2020-02-27
25,科威特,0,25,0,0,2020-02-26
8,科威特,0,8,0,0,2020-02-25
1,科威特,0,1,0,0,2020-02-24
