Date,High,Low,Open,Close,Volume,Adj Close
2019-02-20,2767.410888671875,2739.97802734375,2761.05908203125,2761.218994140625,246000.0,2761.218994140625
2019-02-21,2794.012939453125,2744.97607421875,2759.93798828125,2751.801025390625,298600.0,2751.801025390625
2019-02-22,2804.22607421875,2736.33203125,2749.4619140625,2804.22607421875,301500.0,2804.22607421875
2019-02-25,2961.794921875,2838.389892578125,2838.389892578125,2961.282958984375,528700.0,2961.282958984375
2019-02-26,2995.676025390625,2938.623046875,2969.097900390625,2941.51611328125,565600.0,2941.51611328125
2019-02-27,2997.488037109375,2924.64306640625,2939.928955078125,2953.823974609375,475000.0,2953.823974609375
2019-02-28,2965.303955078125,2930.195068359375,2950.054931640625,2940.9541015625,350200.0,2940.9541015625
2019-03-01,2994.0048828125,2930.8349609375,2954.402099609375,2994.0048828125,345800.0,2994.0048828125
2019-03-04,3090.7958984375,3006.94189453125,3015.943115234375,3027.575927734375,525600.0,3027.575927734375
2019-03-05,3054.9619140625,3009.447998046875,3019.8798828125,3054.2470703125,424100.0,3054.2470703125
2019-03-06,3103.824951171875,3050.111083984375,3060.43310546875,3102.09912109375,555000.0,3102.09912109375
2019-03-07,3129.93994140625,3074.97802734375,3103.66796875,3106.41796875,583800.0,3106.41796875
2019-03-08,3075.0458984375,2969.58203125,3038.3359375,2969.861083984375,577900.0,2969.861083984375
2019-03-11,3028.25390625,2963.5830078125,2969.080078125,3026.992919921875,426200.0,3026.992919921875
2019-03-12,3093.39111328125,3029.89990234375,3049.083984375,3060.306884765625,511200.0,3060.306884765625
2019-03-13,3065.2880859375,3013.931884765625,3062.326904296875,3026.950927734375,453200.0,3026.950927734375
2019-03-14,3041.156005859375,2968.823974609375,3013.596923828125,2990.68505859375,373100.0,2990.68505859375
2019-03-15,3048.12109375,2999.431884765625,3000.87890625,3021.7509765625,341200.0,3021.7509765625
2019-03-18,3096.41796875,3009.507080078125,3027.801025390625,3096.41796875,397800.0,3096.41796875
2019-03-19,3113.43310546875,3076.363037109375,3099.89697265625,3090.97509765625,350900.0,3090.97509765625
2019-03-20,3102.52001953125,3053.451904296875,3084.169921875,3090.639892578125,358600.0,3090.639892578125
2019-03-21,3125.01904296875,3086.85009765625,3094.125,3101.455078125,414300.0,3101.455078125
2019-03-22,3107.27490234375,3064.884033203125,3100.72607421875,3104.14892578125,364800.0,3104.14892578125
2019-03-25,3086.99609375,3041.949951171875,3058.802001953125,3043.031005859375,380300.0,3043.031005859375
2019-03-26,3062.68994140625,2988.490966796875,3057.55908203125,2997.094970703125,353500.0,2997.094970703125
2019-03-27,3022.761962890625,2987.77197265625,3012.257080078125,3022.719970703125,291400.0,3022.719970703125
2019-03-28,3025.779052734375,2991.779052734375,3009.799072265625,2994.943115234375,288100.0,2994.943115234375
2019-03-29,3093.032958984375,2999.987060546875,3000.677978515625,3090.758056640625,375100.0,3090.758056640625
2019-04-01,3176.6220703125,3111.662109375,3111.662109375,3170.361083984375,466100.0,3170.361083984375
2019-04-02,3193.27197265625,3164.906982421875,3183.27392578125,3176.822998046875,447100.0,3176.822998046875
2019-04-03,3219.256103515625,3152.33203125,3159.14697265625,3216.294921875,430500.0,3216.294921875
2019-04-04,3254.139892578125,3216.85498046875,3233.68896484375,3246.571044921875,469100.0,3246.571044921875
2019-04-08,3288.452880859375,3210.514892578125,3271.27197265625,3244.81005859375,504500.0,3244.81005859375
2019-04-09,3251.64599609375,3215.705078125,3240.39404296875,3239.6640625,364200.0,3239.6640625
2019-04-10,3264.778076171875,3204.87890625,3224.64501953125,3241.929931640625,380100.0,3241.929931640625
2019-04-11,3254.1259765625,3185.5458984375,3241.547119140625,3189.9619140625,353000.0,3189.9619140625
2019-04-12,3199.278076171875,3168.0419921875,3184.860107421875,3188.6259765625,289800.0,3188.6259765625
2019-04-15,3253.97607421875,3177.27001953125,3233.4580078125,3177.787109375,348800.0,3177.787109375
2019-04-16,3253.597900390625,3153.2060546875,3164.39697265625,3253.597900390625,357900.0,3253.597900390625
2019-04-17,3275.333984375,3239.804931640625,3250.152099609375,3263.117919921875,357500.0,3263.117919921875
2019-04-18,3271.387939453125,3241.825927734375,3261.073974609375,3250.200927734375,325500.0,3250.200927734375
2019-04-19,3274.3349609375,3226.81201171875,3250.14501953125,3270.797119140625,305700.0,3270.797119140625
2019-04-22,3279.489013671875,3206.8779296875,3278.490966796875,3215.04296875,353200.0,3215.04296875
2019-04-23,3231.58203125,3186.757080078125,3211.8720703125,3198.593994140625,328400.0,3198.593994140625
2019-04-24,3210.65087890625,3156.60693359375,3203.55908203125,3201.614013671875,274900.0,3201.614013671875
2019-04-25,3193.7490234375,3123.02587890625,3190.5849609375,3123.825927734375,325900.0,3123.825927734375
2019-04-26,3129.212890625,3085.804931640625,3108.1640625,3086.39892578125,280900.0,3086.39892578125
2019-05-06,2986.5400390625,2876.468994140625,2984.72705078125,2906.464111328125,327000.0,2906.464111328125
2019-05-07,2937.282958984375,2889.072998046875,2914.291015625,2926.39111328125,253300.0,2926.39111328125
2019-05-08,2929.430908203125,2866.7041015625,2873.14306640625,2893.757080078125,231500.0,2893.757080078125
2019-05-09,2888.860107421875,2845.037109375,2871.197021484375,2850.9541015625,200000.0,2850.9541015625
2019-05-10,2941.4541015625,2838.385009765625,2878.23388671875,2939.2109375,282300.0,2939.2109375
2019-05-13,2921.409912109375,2892.175048828125,2905.06689453125,2903.712890625,212000.0,2903.712890625
2019-05-14,2909.2041015625,2872.833984375,2872.833984375,2883.611083984375,208300.0,2883.611083984375
2019-05-15,2945.39501953125,2902.64208984375,2902.64208984375,2938.677978515625,230500.0,2938.677978515625
2019-05-16,2956.1708984375,2929.06494140625,2933.4951171875,2955.7109375,248400.0,2955.7109375
2019-05-17,2956.782958984375,2873.800048828125,2955.76708984375,2882.2958984375,266300.0,2882.2958984375
2019-05-20,2882.62890625,2838.452880859375,2874.801025390625,2870.60498046875,209500.0,2870.60498046875
2019-05-21,2919.237060546875,2862.4951171875,2867.70703125,2905.968994140625,211400.0,2905.968994140625
2019-05-22,2912.39501953125,2879.64404296875,2905.52392578125,2891.705078125,200000.0,2891.705078125
2019-05-23,2885.138916015625,2846.9560546875,2880.843017578125,2852.514892578125,197300.0,2852.514892578125
2019-05-24,2871.85595703125,2846.02197265625,2847.8359375,2852.9951171875,167200.0,2852.9951171875
2019-05-27,2898.12890625,2833.035888671875,2851.281005859375,2892.3779296875,196700.0,2892.3779296875
2019-05-28,2924.0400390625,2887.083984375,2890.26611328125,2909.910888671875,223300.0,2909.910888671875
2019-05-29,2934.97705078125,2890.6650390625,2894.830078125,2914.696044921875,199000.0,2914.696044921875
2019-05-30,2907.845947265625,2881.3798828125,2903.425048828125,2905.804931640625,205800.0,2905.804931640625
2019-05-31,2922.907958984375,2895.577880859375,2904.498046875,2898.696044921875,195200.0,2898.696044921875
2019-06-03,2920.8291015625,2875.902099609375,2901.741943359375,2890.0810546875,215900.0,2890.0810546875
2019-06-04,2888.385986328125,2851.972900390625,2887.64111328125,2862.280029296875,188500.0,2862.280029296875
2019-06-05,2888.76806640625,2858.572021484375,2882.93701171875,2861.41796875,181600.0,2861.41796875
2019-06-06,2862.3330078125,2822.18505859375,2862.3330078125,2827.798095703125,177100.0,2827.798095703125
2019-06-10,2861.131103515625,2824.35498046875,2833.014892578125,2852.1298828125,166600.0,2852.1298828125
2019-06-11,2927.429931640625,2854.070068359375,2854.070068359375,2925.716064453125,260500.0,2925.716064453125
2019-06-12,2924.701904296875,2903.883056640625,2917.22412109375,2909.3798828125,240300.0,2909.3798828125
2019-06-13,2918.423095703125,2885.923095703125,2905.2880859375,2910.740966796875,213000.0,2910.740966796875
2019-06-14,2924.320068359375,2879.656982421875,2912.9990234375,2881.97412109375,215400.0,2881.97412109375
2019-06-17,2902.48095703125,2877.39404296875,2880.423095703125,2887.6220703125,154000.0,2887.6220703125
2019-06-18,2898.330078125,2874.31298828125,2891.092041015625,2890.157958984375,147700.0,2890.157958984375
2019-06-19,2953.3359375,2916.215087890625,2944.114990234375,2917.802978515625,230800.0,2917.802978515625
2019-06-20,2997.388916015625,2915.090087890625,2917.3310546875,2987.118896484375,291000.0,2987.118896484375
2019-06-21,3010.34912109375,2989.2451171875,2990.368896484375,3001.97998046875,287000.0,3001.97998046875
2019-06-24,3012.825927734375,2994.422119140625,3004.2890625,3008.14794921875,210500.0,3008.14794921875
2019-06-25,3004.909912109375,2948.990966796875,3004.909912109375,2982.073974609375,243700.0,2982.073974609375
2019-06-26,2986.9140625,2958.462890625,2964.614990234375,2976.283935546875,174400.0,2976.283935546875
2019-06-27,3011.5380859375,2981.044921875,2982.613037109375,2996.79296875,195400.0,2996.79296875
2019-06-28,2992.242919921875,2961.222900390625,2992.242919921875,2978.8779296875,181400.0,2978.8779296875
2019-07-01,3045.366943359375,3014.68701171875,3024.6240234375,3044.903076171875,243300.0,3044.903076171875
2019-07-02,3048.48388671875,3033.781005859375,3042.580078125,3043.943115234375,208100.0,3043.943115234375
2019-07-03,3031.83203125,3006.324951171875,3031.83203125,3015.262939453125,205900.0,3015.262939453125
2019-07-04,3024.501953125,2991.907958984375,3015.678955078125,3005.2490234375,188600.0,3005.2490234375
2019-07-05,3014.846923828125,2990.925048828125,3004.738037109375,3011.05908203125,152100.0,3011.05908203125
2019-07-08,2997.806884765625,2918.716064453125,2997.806884765625,2933.363037109375,205200.0,2933.363037109375
2019-07-09,2937.761962890625,2912.805908203125,2928.819091796875,2928.22998046875,140700.0,2928.22998046875
2019-07-10,2936.751953125,2908.162109375,2935.18603515625,2915.302001953125,131400.0,2915.302001953125
2019-07-11,2945.802001953125,2907.885009765625,2928.054931640625,2917.760986328125,139400.0,2917.760986328125
2019-07-12,2938.530029296875,2905.81005859375,2915.340087890625,2930.550048828125,133700.0,2930.550048828125
2019-07-15,2955.0,2886.699951171875,2921.550048828125,2942.18994140625,162600.0,2942.18994140625
2019-07-16,2944.820068359375,2931.2900390625,2938.639892578125,2937.6201171875,127800.0,2937.6201171875
2019-07-17,2942.070068359375,2924.4599609375,2933.02001953125,2931.68994140625,145100.0,2931.68994140625
2019-07-18,2921.739990234375,2901.179931640625,2921.739990234375,2901.179931640625,145400.0,2901.179931640625
2019-07-19,2939.60009765625,2909.679931640625,2909.679931640625,2924.199951171875,145000.0,2924.199951171875
2019-07-22,2927.159912109375,2879.68994140625,2925.7880859375,2886.97412109375,175300.0,2886.97412109375
2019-07-23,2901.360107421875,2883.050048828125,2886.89990234375,2899.93994140625,125400.0,2899.93994140625
2019-07-24,2936.449951171875,2907.7900390625,2907.929931640625,2923.280029296875,150500.0,2923.280029296875
2019-07-25,2937.360107421875,2916.14990234375,2923.18994140625,2937.360107421875,141300.0,2937.360107421875
2019-07-26,2948.330078125,2924.449951171875,2928.06005859375,2944.5400390625,135100.0,2944.5400390625
2019-07-29,2948.469970703125,2932.97998046875,2943.919921875,2941.010009765625,124200.0,2941.010009765625
2019-07-30,2965.6298828125,2946.260009765625,2946.260009765625,2952.340087890625,143900.0,2952.340087890625
2019-07-31,2944.39990234375,2926.489990234375,2944.39990234375,2932.510009765625,136900.0,2932.510009765625
2019-08-01,2927.340087890625,2901.75,2920.85009765625,2908.77001953125,138100.0,2908.77001953125
2019-08-02,2872.469970703125,2851.43994140625,2861.330078125,2867.840087890625,179400.0,2867.840087890625
2019-08-05,2863.68994140625,2821.5,2854.580078125,2821.5,162400.0,2821.5
2019-08-06,2787.4189453125,2733.924072265625,2776.989013671875,2777.555908203125,224200.0,2777.555908203125
2019-08-07,2792.693115234375,2768.679931640625,2789.01904296875,2768.679931640625,153000.0,2768.679931640625
2019-08-08,2799.68603515625,2782.2451171875,2784.18408203125,2794.552001953125,145000.0,2794.552001953125
2019-08-09,2808.330078125,2770.47998046875,2805.590087890625,2774.75,143800.0,2774.75
2019-08-12,2814.989990234375,2776.6201171875,2781.97998046875,2814.989990234375,131600.0,2814.989990234375
2019-08-13,2802.0400390625,2790.610107421875,2798.050048828125,2797.260009765625,130900.0,2797.260009765625
2019-08-14,2829.889892578125,2807.719970703125,2824.489990234375,2808.909912109375,144000.0,2808.909912109375
2019-08-15,2815.89990234375,2756.830078125,2762.340087890625,2815.800048828125,152800.0,2815.800048828125
2019-08-16,2840.320068359375,2811.800048828125,2817.570068359375,2823.820068359375,148600.0,2823.820068359375
2019-08-19,2883.10009765625,2829.85009765625,2835.52001953125,2883.10009765625,214500.0,2883.10009765625
2019-08-20,2892.080078125,2875.0,2879.080078125,2880.0,189700.0,2880.0
2019-08-21,2885.590087890625,2872.56005859375,2875.469970703125,2880.330078125,159000.0,2880.330078125
2019-08-22,2888.5,2867.550048828125,2887.659912109375,2883.43994140625,149200.0,2883.43994140625
2019-08-23,2902.4599609375,2878.739990234375,2885.14990234375,2897.429931640625,159200.0,2897.429931640625
2019-08-26,2870.489990234375,2849.239990234375,2851.02001953125,2863.570068359375,169900.0,2863.570068359375
2019-08-27,2919.639892578125,2879.409912109375,2879.52001953125,2902.18994140625,208100.0,2902.18994140625
2019-08-28,2905.43994140625,2887.010009765625,2901.6298828125,2893.760009765625,183100.0,2893.760009765625
2019-08-29,2898.60009765625,2878.590087890625,2896.0,2890.919921875,178600.0,2890.919921875
2019-08-30,2914.580078125,2874.10009765625,2907.3798828125,2886.239990234375,194000.0,2886.239990234375
2019-09-02,2928.47900390625,2883.681884765625,2886.94189453125,2924.10595703125,202800.0,2924.10595703125
2019-09-03,2930.14990234375,2915.199951171875,2925.93994140625,2930.14990234375,189000.0,2930.14990234375
2019-09-04,2957.409912109375,2925.8798828125,2927.75,2957.409912109375,225500.0,2957.409912109375
2019-09-05,3015.840087890625,2972.659912109375,2972.659912109375,2985.860107421875,305400.0,2985.860107421875
2019-09-06,2999.93994140625,2981.60009765625,2996.6201171875,2999.60009765625,216800.0,2999.60009765625
2019-09-09,3026.239990234375,3005.68994140625,3023.780029296875,3024.739990234375,243400.0,3024.739990234375
2019-09-10,3027.409912109375,3005.3798828125,3027.409912109375,3021.199951171875,240000.0,3021.199951171875
2019-09-11,3030.56005859375,3004.219970703125,3029.929931640625,3008.81005859375,229800.0,3008.81005859375
2019-09-12,3033.469970703125,3005.18994140625,3016.6298828125,3031.239990234375,197000.0,3031.239990234375
2019-09-16,3042.929931640625,3020.050048828125,3041.919921875,3030.75,221900.0,3030.75
2019-09-17,3023.7099609375,2970.570068359375,3023.7099609375,2978.1201171875,223300.0,2978.1201171875
2019-09-18,2996.39990234375,2982.39990234375,2984.080078125,2985.659912109375,168000.0,2985.659912109375
2019-09-19,2999.280029296875,2975.39990234375,2992.919921875,2999.280029296875,162700.0,2999.280029296875
2019-09-20,3011.340087890625,2996.18994140625,3004.81005859375,3006.449951171875,182100.0,3006.449951171875
2019-09-23,2998.39990234375,2960.830078125,2998.39990234375,2977.080078125,168100.0,2977.080078125
2019-09-24,3002.89990234375,2973.760009765625,2979.47998046875,2985.340087890625,163900.0,2985.340087890625
2019-09-25,2977.669921875,2955.429931640625,2977.669921875,2955.429931640625,168500.0,2955.429931640625
2019-09-26,2970.0400390625,2928.260009765625,2964.47998046875,2929.090087890625,188900.0,2929.090087890625
2019-09-27,2939.080078125,2920.929931640625,2929.489990234375,2932.169921875,132900.0,2932.169921875
2019-09-30,2936.47998046875,2905.18994140625,2927.919921875,2905.18994140625,116600.0,2905.18994140625
2019-10-08,2933.02001953125,2905.760009765625,2905.760009765625,2913.570068359375,125500.0,2913.570068359375
2019-10-09,2924.860107421875,2891.5400390625,2902.080078125,2924.860107421875,130400.0,2924.860107421875
2019-10-10,2949.239990234375,2918.22998046875,2923.7099609375,2947.7099609375,134200.0,2947.7099609375
2019-10-11,2980.7900390625,2943.010009765625,2954.820068359375,2973.659912109375,161200.0,2973.659912109375
2019-10-14,3026.3798828125,2989.81005859375,2993.9599609375,3007.8798828125,208600.0,3007.8798828125
2019-10-15,3005.659912109375,2986.300048828125,3005.659912109375,2991.050048828125,155400.0,2991.050048828125
2019-10-16,3010.419921875,2975.919921875,2992.610107421875,2978.7099609375,149900.0,2978.7099609375
2019-10-17,2986.719970703125,2969.570068359375,2979.989990234375,2977.330078125,122500.0,2977.330078125
2019-10-18,2987.199951171875,2933.239990234375,2982.340087890625,2938.139892578125,150000.0,2938.139892578125
2019-10-21,2940.320068359375,2917.68994140625,2933.89990234375,2939.6201171875,132500.0,2939.6201171875
2019-10-22,2954.639892578125,2934.389892578125,2945.60009765625,2954.3798828125,117500.0,2954.3798828125
2019-10-23,2957.300048828125,2934.6298828125,2952.969970703125,2941.6201171875,123800.0,2941.6201171875
2019-10-24,2953.0400390625,2927.06005859375,2944.010009765625,2940.919921875,126500.0,2940.919921875
2019-10-25,2958.239990234375,2920.52001953125,2940.469970703125,2954.929931640625,136900.0,2954.929931640625
2019-10-28,2980.1298828125,2956.9599609375,2958.68994140625,2980.050048828125,173700.0,2980.050048828125
2019-10-29,2979.0400390625,2954.179931640625,2979.0400390625,2954.179931640625,166100.0,2954.179931640625
2019-10-30,2953.300048828125,2934.830078125,2949.4599609375,2939.320068359375,158800.0,2939.320068359375
2019-10-31,2946.75,2923.52001953125,2944.840087890625,2929.06005859375,161600.0,2929.06005859375
2019-11-01,2959.830078125,2917.14990234375,2924.340087890625,2958.199951171875,159900.0,2958.199951171875
2019-11-04,2983.06005859375,2964.580078125,2964.580078125,2975.489990234375,167200.0,2975.489990234375
2019-11-05,3008.31005859375,2968.030029296875,2977.699951171875,2991.56005859375,179900.0,2991.56005859375
2019-11-06,2995.56005859375,2969.719970703125,2992.0400390625,2978.60009765625,165300.0,2978.60009765625
2019-11-07,2988.9599609375,2969.1201171875,2978.14990234375,2978.7099609375,137000.0,2978.7099609375
2019-11-08,2998.760009765625,2962.840087890625,2993.97998046875,2964.179931640625,149700.0,2964.179931640625
2019-11-11,2949.9599609375,2906.77001953125,2949.9599609375,2909.969970703125,157900.0,2909.969970703125
2019-11-12,2918.300048828125,2891.510009765625,2913.0,2914.820068359375,129700.0,2914.820068359375
2019-11-13,2913.860107421875,2893.969970703125,2913.02001953125,2905.239990234375,129800.0,2905.239990234375
2019-11-14,2917.3701171875,2899.6201171875,2907.739990234375,2909.8701171875,129100.0,2909.8701171875
2019-11-15,2917.830078125,2891.199951171875,2911.35009765625,2891.340087890625,135500.0,2891.340087890625
2019-11-18,2911.3798828125,2884.090087890625,2889.550048828125,2909.199951171875,124400.0,2909.199951171875
2019-11-19,2933.989990234375,2902.860107421875,2904.280029296875,2933.989990234375,135400.0,2933.989990234375
2019-11-20,2930.489990234375,2907.419921875,2928.110107421875,2911.050048828125,137400.0,2911.050048828125
2019-11-21,2910.360107421875,2891.530029296875,2902.550048828125,2903.639892578125,123500.0,2903.639892578125
2019-11-22,2925.02001953125,2873.989990234375,2906.239990234375,2885.2900390625,158600.0,2885.2900390625
2019-11-25,2906.610107421875,2880.64990234375,2885.610107421875,2906.169921875,178600.0,2906.169921875
2019-11-26,2915.0400390625,2897.929931640625,2912.52001953125,2907.06005859375,170000.0,2907.06005859375
2019-11-27,2914.489990234375,2893.419921875,2905.39990234375,2903.18994140625,133900.0,2903.18994140625
2019-11-28,2909.840087890625,2883.43408203125,2902.364013671875,2889.693115234375,119500.0,2889.693115234375
2019-11-29,2892.389892578125,2858.580078125,2885.969970703125,2871.97998046875,122600.0,2871.97998046875
2019-12-02,2888.889892578125,2870.239990234375,2874.449951171875,2875.81005859375,128800.0,2875.81005859375
2019-12-03,2884.860107421875,2857.320068359375,2869.8798828125,2884.699951171875,123800.0,2884.699951171875
2019-12-04,2882.498046875,2869.422119140625,2876.907958984375,2878.115966796875,125500.0,2878.115966796875
2019-12-05,2902.001953125,2885.080078125,2886.51611328125,2899.468994140625,143200.0,2899.468994140625
2019-12-06,2912.013916015625,2894.7509765625,2902.278076171875,2912.013916015625,134100.0,2912.013916015625
2019-12-09,2919.589111328125,2905.25,2914.4580078125,2914.47802734375,160800.0,2914.47802734375
2019-12-10,2919.200927734375,2902.7900390625,2908.944091796875,2917.31591796875,170100.0,2917.31591796875
2019-12-11,2928.256103515625,2915.0009765625,2922.60205078125,2924.4169921875,165500.0,2924.4169921875
2019-12-12,2926.342041015625,2913.47607421875,2926.342041015625,2915.697998046875,151800.0,2915.697998046875
2019-12-13,2969.98095703125,2935.84912109375,2937.77587890625,2967.676025390625,212000.0,2967.676025390625
2019-12-16,2984.64111328125,2958.7060546875,2970.968994140625,2984.39306640625,211900.0,2984.39306640625
2019-12-17,3039.383056640625,2982.49609375,2985.261962890625,3022.422119140625,293000.0,3022.422119140625
2019-12-18,3033.23388671875,3011.720947265625,3021.466064453125,3017.0439453125,244100.0,3017.0439453125
2019-12-20,3027.48388671875,3002.260009765625,3019.639892578125,3004.93798828125,215100.0,3004.93798828125
2019-12-23,3009.337890625,2960.43505859375,2999.035888671875,2962.7509765625,205700.0,2962.7509765625
2019-12-24,2983.819091796875,2960.68408203125,2965.825927734375,2982.680908203125,163000.0,2982.680908203125
2019-12-25,2988.2919921875,2970.656982421875,2980.427978515625,2981.881103515625,175700.0,2981.881103515625
2019-12-26,3007.35498046875,2980.39697265625,2981.2490234375,3007.35498046875,182400.0,3007.35498046875
2019-12-27,3036.113037109375,3003.631103515625,3006.85205078125,3005.035888671875,247100.0,3005.035888671875
2019-12-30,3041.39697265625,2983.343994140625,2998.1689453125,3040.02392578125,248100.0,3040.02392578125
2019-12-31,3051.677001953125,3030.511962890625,3036.385986328125,3050.1240234375,217400.0,3050.1240234375
